president names,schools
president . dr. atlo l. schilling ,north central college 
president . dr. jerome m. sachs ,nthestn lll state college 
president . dr. bryan f. archibald ,northern bapt theol sem 
resident . mr. richard j. nelson ,northern ill university 
resident . dr. lloyd h. aten ,north park c & theol sem | 
president . dr. robert h. strotz ,northwestern university 
president . dr. william a. koehnline ,oakton community college 
president . harold w. reed ,olivet nazarene college 
president . william m. staerke! ,parkland college 
president . mr. ashley johnson ,prairie state college 
president . dr. david k. andrews ,principia college 
president . rev. titus ludes ,quincy college 
president . dr. james m. snyder ,rend lake college 
president . r. charles w. banta ,
president . dr. john a. howard ,rockford college 
resident . dr. karl j. jacobs ! ,tock valley college i 
resident . dr. rolf a. weil ,toosevelt university 
resident . hwwheme ,tosary college 
president . dr. james a. campbell ,rush medical college* 
president . alsgr. john r. gorman ,snt mary of the lake sem 
president . dr. harry a. marmion ,saint xavier college . 
president . dr. robert c. spencer ,sangamon state university 
president . dr. edward j. sabol ,sauk valley college 
director . donald j. irving ,
president and dean . rev. charles u. harris direc ,seabury-western theol sem 
president . dr. loren e. klaus ,shawnee collage presi 
president . mr. walter a. erley dean ,
president . . mr. robert s. lang vice | ,shimer college ” 
president . mr. joseph c. deaton col ,southeastern lll college : dean 
president . david weinste ,in illinois u cen off 
president . mr. hearl c. bi shie ,spoon river college 
president . sr. m. patrick d'bri ,springfld college in il 
presidant . clifton j. woods ,state community college 
president . . dr. j. phillip dalby ,thornfen cmty college see 
president . rev. donald w. harhabus ,tolentine college 
president . dr. gordon r. werkema ,trinity christian college . 
president . dr. ham l evans ,trinity college n 
president . dr. herbert zeitlin c ,triton college l 
president . edward h. levi 0 ,university of chicago 
president .j dr. a. n. taylor u ,dean graduate sch of educaton . j. alan thomas 
hancelfor . . warren a. che ston ,j of linois central off | 
parent ,u of ill med! ctr chgo 
"sp.,sw. ted. vet. ",*u of lll urbana campus 
president . dr. hubert e. nutt ,vandercook c of music 
dean of instructon . . kenneth shibata : ,
president . dr. john t. bernhard | ,western lll university | 
president . . dr. hudson t. armerding ,wheaton college . | 
president . dr. robert e. lahti ,wm rainey harper college 
president and dean . . . sr. m. joel lampen ,ancilla domini college 
president . dr. robert h reardon ,anderson college 
president ,
president ,
to the president . dr. richard c. mckee ,
president . dr. beauford a. norris ,tate university 
president .j dr. martin j. neeb ,concordia senior college 
chancellor . v rev richard t. john ,crosier house of studies 
president . . wi liam e. kerstetter . ,depauw university | 
president . dr. john howard yoder ,ham college 
president . br. j. lawrence burkholder ,goshen college 
president . . . dr. herman a tor ,grace theol sem & college . 
president . dr. john e homer ,
president and deen . bro. john driscoll \ ,holy cross junior college 
actg president & acad dean . dr. walter j. williams jr. ,huntington college 
president . dr. alan c. rankin ,indiana state u cen off 
president . dr. david l. rice ,*indiana st u evansvl cam 
chancellor . byrum e. carter ,indiana u central office 
director . frederick a. grohsmeyer ,*indiana university east se 
chancellr . ralph e. broyles ,*indiana u at fort wayne 
chancellor . maynard k. hine ,*indiana u at indianapolis 
chancellor . victor m. bogle ,indiona u af kokomo | 
chancellor . . robert j. mcleilt ,*indiana u northwest . lo 
chancellor . lester m. wolfson | ,*indiana u at south bend 
president . .r. hariy a mcguff ,‘indiana u southeast 
directr . mr. george l. utie ,
dean . mr. warren f. h. ,mallory technical inst 
director . mr. harvey s. poling ,*north central tech inst 
directorr .j mr. mearle r. don ,*northeaat technical inst . | 
dean . mr. richard m. wyst ,*snt joseph vly tech inst 
gean . d. mr. richard lt. davids ,wial aah valley tech inst | 
director . mr. donald h. bryan ,*white river vly tech inat 
president . mr. robert l. baker ,intemational jc business 
president . dr. a. blair helman ,manchester college 
president . wuis gatto ,marian college 
president . dr. woodrow |. goo ,marion college 
president . erland w! ,
aching president . dr. laurence b ,oakland city college 
president . dr. arthur g. wa ,purdue u central office 
dean and director . dr. carl h. elliott ; ,‘purdue u calumet campus - 
insen pean and director . dr. roger j. manges 3 ,mes *purdue u ft wayne campus i 
dean and director . robert f. sch ,
president . john a. ul ,rose-hulman inst of techn 
president . st. joellen sch ,saint francis college 
president . rev. charles h. banot ,snt jos’ college cen off 
director . rev. campion r. baer ,men *snt jos’ calumet college 
. president . . sr. m. aima peter ,an saint mary's college 
president . sr. jeanne knoerle ,
president and rector . rev. hilary ottensmeyer ,saint meinrad college 
president rector . rev. adrian fuerst ,snt meinrad sch theology 
president . dr. milo a. rediger ,taylor university 
president . r. richard m. bateman ,tri-state college 
president . dr. wallace b. graves ,university of fvansville 
president . rev. theodore m. he sburgh ,university of notre dame 
president . dr. albert g. huegli ,valparaiso university 
president . . dr. isaac k. beckes ,vincennes university 
president . . thaddeus seymour ,wabash college 
president . hrev. nevin d. o'rourke ,aquinas inst of theology 
president . . sr. jordan dahm ,briar cliff college 
president . dr. wendell q. halve ,buena vista college 
president . . . dr. kenneth j. we ,central u of lowa 
president . dr. robert j. gir ,clarke college 
president . j. leonard ameer ,coe college 
dean of the college . winston w. ehrman ,comell college 
ea director of general education . dr. rus f. slicker ,-*des moines area cc-ankeny : 
. dean . dr. emil j. stadel ,» *des moines area cc boone 
| l president . v rev harold w. rigney ,b divine word college 
t president . bemard |. haan ,{ dordt college 
3 president . vacant ,i drake university 
dean . dean f. travis ,
dean . mark l. hopkins w ,*muscatine cmty college | 
dean . donald g. foreman pi] ,
dean . glenncn p. warf ,ellsworth cmty college | 7 
president . david nettie ,faith bapt bible college 
president . dr. william t. hig ,graceland college 
president . ernest 0. niel ,grand view college 
president . glenn leggett ,grinnell college 
ant superintendent . dr. w. travis martin ? ,te hawkeye inst technology ; 
tes superintendent and president . wie] a. engn iv ,
registrar director adm issions . durwood d. aliller ,
director of student personnel . dr. dean w. crames ,*lowa cen cc fort dodge 
registrar director admissions . william b. olson ,*lowa cen cc webster city | 
acting superintendent . . -richard h. blocher ,*lowa lakes cc north cam 
page break ,*lowa lakes cc south cam : 
president . w. robert parks ,lowa state u sci & techn 
presidet . dr. louls a. haselmayer ,lowa wesleyan college | 
director .j dr. j. brian trambley ,*towa western cc main cam | | 
superintendent . dr. seiby a. ballantyne ,kirkwood cmty college 
acting president . mr. burton r. mcquillan ,loras college 
dean . ,luther college 
president . ,
president . ,
president . sr. mary agnes hennessey ,alltwn cmty college 
president . st. cecile devereux ,mount saint clare college | 
superintandent . dr. max r. clark ,
superintendent . dr. david r. pierce ,n lowa area cmty college | 
president . dr. lars |. granberg ,northwestern college | h 
president . dr. david d. palmer ,ottumwa heights college 
president . . dr. carl €. kreisler ,parsons college . oo . 
president . ht rev sebastian g. menke ,saint ambrose college 
president . os. ralph c. john ,
director . mr. milton c. meu ler ,*southeastern cc burlingtn 
directar . mr. lewis w. ogle ,*southeastern cc keokuk 
"affiliation - united prestyterian, usa ",county—union fice code 001857 
president . dr. walter f. peterson ,university of dubuque 
fice pres r duane c. spri bach ,university of lowa 
president . dr. john j. | ,u of northern lowa 
president . dr. aldric ,upper lowa university 
president . mlerne ,university park 52595 cong 
nsmmeler president . rev. paul d. mort ,doan of women . ruth m. eckert 
j. rhum president . john w. bachman ,himes wartburg college 
. raplus president . dr. william h. weiblen ,irector of public affairs . robert c. gremmeds 
president . lavrence c. smith ,d.ves westmar college 
president . dr. ©. duane moon ,william penn college 
president . dr. bill r. spencer ,allen co cmty jr college 
president . dr. james e. doty ,baker university | 
president . edwin j. walt ,barton co cmty jr college sn oo 
president . dr. paul t ,central baptist theol sem 
president . dr. bruce l. | ,central college 
president . arley a. bn ,cloud co cmty jr college 
president . dr. russell h. grat ,coffeyvl cmty jr college 
president . dr. richard h. mosier ,colby cmty junior college 
president . ronald a. ebberts ,college of emporia 
president . gwendel nelson ,cowley co cmty jr college | 
president . charles m. barnes ,dodge cty cmty jr college 
president 80d dean . sr. m. richard pendergast ,donnelly college 
president . dr. john w. gustad ,fort hays kans st college 
presidant . . m. leon foster ,ft scott cmty jr college . 
ministrator . wanda mitchell j ,friends bible college | 
esident . dr. roy f. ray ,riends university | 
sident . dr. raymond d. wamsley ,arden city community jc | 
sident . m laban peachey ,esston college 
president . mr. tony e. ,ighland cmty jr college | 
president .|j dr. andrew ,hutchinsn cmty jr college 
president . mr. ne ,independence community jc 
president . dr. robert ,johnsn co cmty jr college 
presideant . dr. jack m. flint ,kansas city kans cmty jc h 
president . dr. george f. budd ,kansas st college pitisbg 
president . dr. john e. visser ,kans st tchrs c emporia | 
president . dr. james a. mccain ,kansas st u agr & app sci 
actg president & dir acad aff . mr. thomas f. creec ,kansas technical inst 
president . dr. paul w. renich ,
president . james j. altendorf ,labette cmty jr college 
president . . dr. wilford f. lown ,manhattan chrstn college . 
president . dr. emerald dechant ,marymount college 
president . dr. j. jack methorn ,mcpherson college 
president . . dr. r. curtis smith ,
president . dr. leo cox ,
president . dr. j. c. sanders ,neosho co cmty jr college 
president . dr. peter h. armacost ,ottawa university 
president . donald e. tolbert ,pratt cmty junior college 
president . rev. roman galiardi ,sacred heart college 
3s ,saint john's college 
president . dr. william v. tucker ,saint mary plains college | 
president . dr. dale l. gibson ,seward co cmty jr college 
president . dr. c. orville strohl ,southwestern college 
president .j dr. illiar m. mecreery ,sterling college 
president . roy just ] ,tabor college | 
mus. aur. ot. phar. pt. sp. sw. ted xt. al ,university of kansas a 
president g8080008800000008008000000880000000800000000000000003000000000000300000000080000 * johr ,washburn u of topeka . 
; vice pres for academic attairs . . drh ,wichita state universi 
president . dwil ,i alice lloyd college 
president . dennis f. kinlaw ,asbury college 
president .|j msgr. alfred f. horrigan ,asbury theological sem 
president . willis d. weatherford ,berea college 
president . sr. joan marie lechner ,brescia college vice 
president . or w r davenport direc ,campbellsville college | regit 
president . thomas a. spragens pr ,centre college of ky dean 
president . james l. lusby ,- = » pi * . . j 
president . cart m. hill ,kentucky state college 
president . dr. william e. james ,kentucky wesleyan college 
president . troy r. eslinger ,lees junior college 
president . dr. w. a. welsh ,lexington theol seminary 
president . dr. l rodford mcdonald ,lindsey wilson college 
president .| dr. albert c. winn ,louisvi presk theol sem 
president . albert n. cox ,midway junior college | 
president . r. adron doran ,morehcad state university 
president . harry m. sparks ,murray state university 
president . dr. w. frank steely ,northern ky state college | 
president . dr. robert s. cope ,county - pike * fice code 001980 
president . st. margaret marie hofstetter ,saint catharine college 
president rector . v rev john lesousky ,county - ma rion sl  . * fice code 001984 
rector . rev. eimer j. grosser ,seminary of saint pius x | 
president . mr. victor br ,
president . dr. duke k. ,southern bapt theol sem 
president . st. eiloe ,spalding college 
"a h, wld . dr. richard a. degraff ",sue bennett college 
president . dr. irvin e. lunger ,dillard transylvania university 
bume aresident . dr. mahlon a mile ,cheat union college 
,*u of kentucky main campus 
dir prestonburg community col . dr. henry cam phe ,
president . woodrow m. strickler ,university of louisville 
president . . . dr. dero g. downing ,western ky university 
dean of the college . .j mr. th ,centenary college 
president . dr. marvin ,delgado voc tech jc 
president . dr. broadh ,dillard university 
president . dr. r. we. jones ,
president . dr. g. earl guinn ,louisiana college 
business manager . . . . dihilles b. holloray ,louisiana st u cen office “mm 
chancellor . dr. cecil g. taylor ,*la state u baton rouge 
bean . anthony mumphrey ,*la state u eunice 
chancelior . william h. stewart ,la st u med! ctr new ors 
resident student affairs . wilr. s. x. lewis ,state u shreveport 
. . rev michael f. ken ,isiana tech university 
president . dr. thomas s. ,
president . dr. grady c. c ,new oris bapt theol sem 
president . demon f. galliano ,nicholls state university 
president . dr. george t walker ,northeast louisiana u 
president . dr. amold r. kilpatrick ,nthwstn st college of la 
president . rev. alexander 0. sigur ,notre dame seminary 
president . sr. enda eileen byrne ,our lady of holy cross c 
superintendent . mr. joseph j. oavies jr. ,
rector and president . rev. marian e. larmann ,saint joseph sem college 
president . sr. mary ursula cooper ,
president . dr. clea e. parker ,southeastern la u | 
president .| g. laon netterville a ,southern u a&m c cen off ] 
vice president . dr. emmett w. bashful ,*sthn u a&m c new orleans 
president . dr. herbert e. longenecher ,*sthn u am c shreveport 
president . clyde l. rougeou ,tulane u of louisiana 
president . norman c. francis ,xavier university of la 
president . dr. frederick w. whittakes ,bangor theological sem 
president . dr. thomas h. reynolds ,bates college 
president . nr. david r. tibbetts ,beal business college g | 
president . dr. theodore e. johnson ,bliss college | s dl 
president . dr. roger howell jr. ,bowdoin college 
president . dr. robert e l strider il ,colby college 
president . dboarhe kibarian ,husson college 
superintendent . r adm edward a ,
president . mr. john ,nasson college 
diractar . .j william | ,northern consv of music 
president .|j robert e ,ricker college 
president . ernest r. therrien ,saint francis college . 
s. bailey president .| mr. bamard currier ,saint joseph's college 
| director . dr. john s. greer ,sylvester southern me voc tech inst 
president . dr. john l. thomas j ,k. franco thomas college 
aching president . dana m. s ,cl unity college | y 
president . r. lioyd j ,u of maine central office 
director . dr. john e. ,*u of maine at bangor 
president . dr. einar j ,*u of maine at farmington 
president . r. richard j. spath ,
president . dr. arthur s. bu swell ,*u of maine at machias 
president . mr. winthrop c. libby ,*u of maine at orono 
president . . dr. louis jp calisti ,*u me at portiand-gorhom 
president . dr. st; ,*u of me at presque isle 
president . dr. jam ,westbrook college 
presidant . w ,allegany cmty college 
president . robert p. ludlum ,anne arundel cmty college 
president . mr. d. deane wyatt ,baltimore college of com 
president . leivy smotar ,baltimore hebrew college 
president . samuel l. myers ,bowie state college 
aching president . dr. ernest e. blanche wye ,capitol inst technology pp 
. president . dr. b. a. barringer dir of ,catonsville cmty college h 
president . dr. robert l. nash hig! ,head div of learning re sources . mr. louis c. orndorff nc 
a president . dr. george h. ak ,aries co cmty college i 
president . dr. harry b: ,cmty college of baltimore 
president . dr. calvin w. bum ,coppin state college 
4 president .j dr. vernon wan ,: essex community college 
president . lewis w. stephens ,frederick cmty college 
president . nelson p. guild ,frostburg state college 
president . . dr. luther g. shaw ,{*enrollment data for fail 1971) 
president . marvin b. perry jr. ,goucher college 
president . dr. atlee c. keple ,hagerstown junior college 
president . dr. joseph n. hanki ,harford community college 
president . dr. randle elliot ,hood college 
1 president . dr. alfred j. smith ,y howard community college 
2 president . dr. milton s. eisenhower ,
r president . dr. walter j. stencil ,r . kirkland hall college 
president . v rev joseph a. sel ,counfy—independent city fice code of 
president . eugene w. | ,md inst college of art 
campus dean . dr. wayne van der w ,
acling president . dr. king v. cheek jr. ,*montgomery c takoma park 
president . sr. mary alice chineworth ,margan state college 
president . dr. john j. dilion ,mount snt mary's college 
president and dean . rabbi jacob |. ruderman ,ner israel rab college 
president .| richard franko goldman ,peabody inst of baltimore 
. president . dr. james harvey ,
vice pres and dir development . mr. j. burchenal ault > ,saint john's c cen office ; 
president . st. margaret dougherty ,saint joseph college | 
president . dr. james r. js ,snt mary’s college of md 
president . john f. ,county - independent city fice code of 
: president . dr. norman c. cra ,salisbury state college 
i president . james l. | ,; towson state college 
president . mr. h. mebane tumer ,university of baltimore 
chancellor . dr. charles e. bishop ,u of maryland system off 
*u of md balt prof schools presiden ,
bean of nursing . dr. marion i. murphy presiden ,
registrar . . mrs. mary l. harmon pres bos ,
asst to pres for development . my. alfred v. clark ,
president . hany j. courniotes ,rington bible college 
president . john w. ward ,ambherst college 
president . dr. roy pearson ,andover newton theol sch 
president . sr. irene socquet ,anna maria college women 
president . . st. dorothy a. welch ,aquinas jc of bus cen off 
dean director . sr. maty philomene ,*aquinas jc bus at newton | 
president . rev. wilfrid j. dufault ,assumption college 
president . dr. william g. nel son ,atlantic union college 
president . henry a. kriebel ,babson college 
president .| dr. randle elliott ,bay path junior college 
president . louis f. muscn ,
president .j lioyd h. van buskirk ,becker junior college 
president . dr. gregory h. adamian ,bentley college 
president . lawrence berk ,berklee college of music 
president . vincent e. tabe ,
president . rev. w. seavey joyc ,boston college 
president . george a. brambill: ,boston consv of music 
president . john r. silber ,boston university 
president . robert m. vogel ,bradford junior college 
president . charles |. schottland ,brandeis university 
president . dr. howard c. reith ,bryant-mcintosh jc 
president . donald g. hanson ,
president €000000101000000010000100 01000000106001c.01c010000000000 tccctctledhtc $6teet 0 10611106081c 8$b00 d§001 00100 4¢ ¢. aacdade vacant ,burdett college 
president . harold d. talbot | ,cambridge junior college : 
president . mr. clifton w. emery jr. 3 ,cardinal cushing college | 
presideant . matthew j. mailoy ,chamberlayne jr college i 
president .|j dr. glenn w. fergu ,clark university 
president . rev. john e. bro ,college of the holy cross 
president . msgr. thomas f. dex ,college our lady of elms 
president . dr. john s. h ,curry college 
president . donald e. deyo ,dean junior college 
president . dr. leslie parrott ,eastern nazarene college 
president . mr. richard chapin ,emerson college 
president . sr. marie barry ,emmanuel college de 
president . dr. george 0. bierkoe > ,endicott junior college 
pean . rev. harvey h. guthrie jr. r ,episcopal theo! school 
president . scott a. fisher v ,fisher junior college . c 
rector forsyth dental center . dr. j. w. hein ,
rector . . louis j. dunham jr. ,ranklin inst of boston 
esident . dr. alice thurston ,yarland junior college 
resident . dr. harold j. ockenga ,sordon college 
president . dr. harold j. oc ,‘gordon-conwell theol sem 
president . mr. milton l. ( ,grahm junior college 
president . mr. charles r. long: ,hampshire college 
rshaw president . derek c. bok ,: county — middlesex fice code of 
chi. president and dean of faculty . eli grad ,“sl hebrew college 
aching president . bishop lahovos garmatis ,
president . kenneth m. greene ,lasell junior college 
president . dr. henry c. borger ,leicester junior college 
president . dr. don a. orton ,lesley college 
president and chancellr . martin j. lydon ,‘lowell technological inst 
president . william baldwin ,mass college of optometry 
president . dr. charles b. dunnington ,mass college of pharmacy 
president . thomas e. 0'connell ,mass cmty college sys off 
president . jack p ,*bristol community college 
president . £. carleton ni ,*cape cod cmty college 
president . dr. lewis o. ,*greenfield cmty college 
president . george £. frost ,*holyoke community college 
president . john f. mckenzie ,*mass bay cmty college 
president . dr. john w. musselman ,*massasoit cmty college 
president . dr. james e. houlihan jr. ,*middlesex cmty college 
president . dr. arthur f. haley ,*mt wachusett cmty college 
president . . mr. harold bentley ,*nthn essex cmty college 
president . harold e. shively ,*north shore cmty college 
president . mr. kermit c. morrissey ,insigamond cmty college i 
president . adrian rondileau ,*bridgewater state college 
president . dharmes j. hammond ,*fitchburg state college 
president . dr. d. lustin mccarthy ,*framingham state college 
president . wdraniel h. o'leary , lowell state college 
dir of administrative services . hsydney s. kaplan ,*mass college of art 
acting president . capt. w. r. hend ,*mass maritime academy 
president . james t. amsle ,*north adams state college 
president . dr. frank l. keeg al ,*salem state college 
president . dr. leonard j. savignant ,*waestfield state college 
president . dr. robert leestamper ,*worcester state college 
president . sr. mary angelina healy ,. merrimack college | 
president . david b. truman , mount alvemia college 
president . dr. f. roy carlson ,: mount ida junior college 
president . mr. edward tassinari ,| newbury junior college 
h presidnt . gunther a. schuller ,| : new eng consv of music | 
acting dean . mr. robert e. o'toole & ,new england school of law on 
president . dr. james j. whalen k ,newton college sacred hrt 3 
president . mr. charles w. dudley 2 ,newton junior college ! 
president and dean of college . gordon 8. cro: ,
president . richard d. picke! ,northampton jr college 
president . wlvsa. hknowle ,northeastern university 
ki president . frederick g. perry jr. ,
president . frederick c. fe rry ,pine manor junior college 
$ president . kenneth p. white } , quincy junior collage 
j president and dean radcliffe . . mrs. mary |. bunting ; ,hradeliffe college h i 
president . . sr. jeanne d'arc o'hare ,regis college 
president . . rev. adam m. zajdel ,snt hyacinth college-sem 
rector . msgr. john a. broderick ,saint john’s seminary 
president alumni associaton . ha.ger beatty ,sch of museum fine arts 
director . ne . hlchard s. teitz ,
president . william j. holmes ,simmons college 
presidet . . dr. elizabeth b. hall ,
president . dr. joseph l. driscoll ,smith college 
president .)j wilbert e. locklin ,springfield college 
acting president .j emest d. robinson ,stevens college | 
president . rev. ernest j. bartell ,stonehili college 
president . dr. thomas a. fulham ,suffolk university 
director . william j. finn ,swain school of design 
president . hburton c. hallow ,
acting chancellor . dr. randolph w. brome ,u of mass central office 
chancellor . . dr. francis l. broderick ,*u of mass boston campus 
dean . dr. lamar soutter ,*u mass med! sch-worcester 
president . ruth m. adams ,wellesley college 
presideant . dr. h. russel! beatty ,wentworth college techn | 
president . dr. edward t. kirkpatrick ,wentworth institute 
president . beaumont a. herman ,western new eng college . 
president . william c h. prentice ,wheaton college 
president . donald r. cruickshank ,wheelock college 
president . john e. sawyer 3 ,williams college 
president . . dr. clifton w. emery jr. ,worcester junior college 
presideant . deorge w. hazza ,worcester poly institute | 
president . dr. john h. dawso ,adrian college 
president . dr. bemard t. loma ,albion college 
president . dr. robert d. swanson ,alma college 
president . dr. herbert n. stouten burg ,alpena community college 
president . dr. richard ham mill ,andrews university 
president . dr. norbert j. hruby ,aquinas college sle 
president . dr. richard l. rinehart ,bay de noc cmty college 
president . dr. william spoelhof ,calvin college 
president . .j dr. john h. kromminga ,calvin theological sem . 
president . dr. william b. boyd | ,central mich university 
president . dr. walter greig | ,cleary college 
president . dr. paul a zimmerman ,concordia luth jr college 
president . mr. wallace mitchell ,cranbrook academy of ast : 
president . .j dr. robert w. sneden ,davenport college of bus 
president . mr. donald j. carlyon ,delta college 
president . dr. wendell g. johnston ,d rector of television . mr. william j. ballard 
president . dr. robert w. sneden w ,detroit college of bus rs 
president . dr. dewey f. barich pt ,detroit college of law gh 
president . rev. corman j. mullen ,duns scotus college k 
president . . dr. harold e. sponberg ,eastern mich university 
president . dr. robert l. ewigleben ,ferris state college 
president . dr. harold p. rodes ,
president .j dr. charles n. pappas : ,genesee community college | 
president . mr. harold v. sheffer : ,glen oaks cmty college | 
president . dr. james d. peny ,gogebic community college 
president and academic dean . dr. john t. ,grace bible college 
president .| dr. w. w. ¥ ,
dean .| mr. francis j. mcc: ,grand rapids jr college 
president . mr. arend | d. lub ,grand valley st college 
president . mr. james 0. mccann ,y henry ford cmty college | 
t 9 president . . dr. george c. roche ll) ,hulighland park college 
chancellor . dr. william vander lugt ,hillsdale college 
presidet . mr. a. c. hermann ,jackson bus university | 
interim president . mr. r. e. snyder ,jackson community college 
president . . dr. weimer k. hicks ,kalamazoo college 
president . dr. dale b. lake i ,
president . dr. richard f. whitmore m ,kellogg community college : 
president . .mr. robert a. stenger ,kirtland cmty college 
president . . wdr. james l. lehman ,lake michigan college 
assistant to the president . dr. john m. matheson ,lake suparior st college | 
0000000000000 000000009000000000000100001000000007207300000000000800000 ,lansing community college 
president . .r. hn ,lawrence inst technology | 
dean . dr. deo v. silagyd ,macomb co cc cen office 
"president l,i] . mary danathe ",
president . rev. nicholas maestrini ,
president . dr. arthur w. brown ,county— wayne * fice code 002284 
president . sr. agnes mary mansour ,mercy college of detroit . 
president . dr. j. william rioux ,merrill palmer institute 
president . dr. e. lucien palmer ,mich christian jr college 
president . dr. clifton r. wharton j. ,michigan state university a 
president . dr. raymond l ,michigan technological u 
president . mr eugene w g ,mid michigan cmty college 
ros presidnt . robert d. jewel! ,: monroe co cmty college 
president . dr. charles m. greene ,rivic muskegon cmty college 
alevel president . sr. may l bader ,nazareth college 
president . mr. alfred d. shankland ,north cen mich college . 
president . . dr. john x. jamrich ,northern mich university 
president . . dr. james m. davis ,northwestern mich college 
president . or arthur e. tumer ,northwood inst cen office 
president . r. joseph e. hil 2 ,*northwood inst indiona br 
provost . dr. edward a. gallagher ,oakland cc central office | | $ 
prevest . mr. gerald ,*oualidond cc highland lakes co . 
provost . me. james ,*oakland cc orchard ridge 
president . dr. donald d. ,oakland university 
president . dr. ray b. lo ,olivet college 
002306 president . dr. russell v. delong ,owosso college 
president . dr. dick l van malsama ,hwy reformed bible institute 
rector and president . rev. thaddeus j. orog ,opiton sacred heart seminary 
roberts president . dr. samuel d. marble ,002308 saginaw valley college 
president . dr. richard . nori ,snt clair co cmty college 
president rector . rev. walter j. ziemba ,saint mary’s college | 
‘ president . or c neison grote ,schoolcraft college . 
president . dr. romalius 0. murpty ,| shaw college at detroit . hl 
aching president . dr. hugh thampsan ,siena heights college 
oirector . mr. waker midener ,society of arts & crafts 
president . dr. russel m. owen ,southwestern mich college 
president . dr. eliwood a. voller ,
president . rev. ralph j. ji ,suomi college 
president .j rev. malcolm ,university of detroit 
president . r. robben w. flaming ,i of michigan cen office . 
chancellor . dr. leonard e. goodall ,w of michigan-dearbom | 
president . dr. jeffery w. barry ,*u michigan rint college ‘ ee 
president . dr. david h. ponitz ,washtenaw cmty college 
acting president . mr. george e. gullen jr. ,wayne county cmty college 
president . dr. james w. miller ,western mich university 
interim president . dr. lester s. kuyper ,westen theological sem 
president . dr. joh ,wes? shore cmty college | 
president . r. ronald ,ancka-ramsey state jc 
president . dr. oscar / ,augsburg college 
president . dr. curis. ,austin state jr college 
president . dr. robert d. decker ,clope bemidii state college 
co president . . dr. carl h. lundquist ,bethany lutheran college 
vice pres and dean of college . dr. virgil a. olson ,m. walgren bethel c & sem cen office 
vice pres and dean of seminay . dr. gordon g. johnson ,b.hel seminary 
president . mr. j. e. chalberg ,brainerd state jr college 
president . dr. howard r. swearer ,‘carleton college 
president . stanley j. ldrerda ,college of saint benedict | 
president . sr. alberta huber ,college of snt catherine 
president . . . halther francis x. shea ,college saint scholastica 
president . st. m. joyce rowland . ,college of saint teresa 
president . msgr. terrence j. murphy ,college of saint thomas | | 
president . dr. joseph l. knutson ,
president . rev. harvey a. stegemoetl ler ,
president . conrad |. frey 4 ,crosier seminary | 
president . .iir wasley a tt 4 ,dr martin luther college ig 
president . . me. frank r. barth al ,golden vly luth college ++ | j 
pres dent dr. richard p. bai ,hamline university 
dean of instiction . wi. myron 0. schmidt ,hibbing state jr college 
president . dwdr. ww. a \ gessner ,inver hills st jr college . 
dean of instruc ,itasca state jr college lee senet 
dean of instruc ,
vic pres finan ,
president . . dr. james f. ni ,
president .j mr. gilbert m. ,mesabi state jr college 
president . | ,metropolitan state jc | 
president . armold l. he ,
president . galen e. skinner ,minnesota bible college 
president . dr. roland dille ,moorhead state college 
president . . me. dale a. lorenz ,normandale st jr college 
president . rev. e. m. clark ,
president . dr. john helling ,north hennepin state jc 
president . mr. victor f. charles ,northland st jr college . 
president . . dr. ch. zaidi ,nthwstn luth theol sem = v 
president . dr. wallace a. simpson ,rainy. river st jr college . 
president . mr. charles e. hill ,rochester st jr collage 
president . dr. charles j. graham ,saint cloud state college | 
presidet . . hw. wha j. blacker ,saint john's university | 
preaident . bro. george pahl ,saint mary’s college 
pean . sr anne joachim moore ,saint mary’s jr college | 
president . .dr sidney a. rand ,saint olaf college he. 
president . dr. arthur p. johnston ,saint paul bible college 
rector . msgr. william l. baumgaertner ,saint paul seminary | | 
president . . howard a. bellows ,southwest minn st college 
"enroliment—5,712 quarter provost . ",united theological sem coal 
provost . dr. reymond w. darland dir of placer ,
coordinator of records . mr. gerald allen provost . ,
president . dr. malcom c. moos highest c ,*u of minn mnpls snt paul rulinh 
director university lioraries . dr. ralph h. hopp provost ,
. dr. edward c. frederick ,dean school of business admin . r. james d. edwards county— 
presidant . me. c. donald m ,tech inst crookstn 
dean . mr. douglas r. heidenn ,wm mitchell college law 
! president . dr. john w. torgel ,willmar state jr college | 
{ president . dr. robert a. dufre ,: winona state college 
president . mr. w. donald olsen ,; worthington st jr college se 
president . . walter washington ,alcor agri mech college 
president . dr. howard j. cleland ,belhaven college 
president . dr. william l. compere ,
president . james e. miller ,coahoma junior college 
: president . billy 8. thames ,copiah-lincoin jr college 
5 president . dr. aubrey k. lucas ,delta state college 
president . mr. john s. crubaugh ,t central jr college 
president .j dr. john a peoples i. ,jackson state college 
president . 0000 c.e.c.0000000.000000 070.0.0.0 mr. t terrell tisdale ,jones co junior college 
president . john w. walton ,mary holmes college i 
president . dr. william f. scaggs ,meridian junior college 
resident . dr. edward m. collins j h. ,milisaps college | 
cademic vice president . . charles e. martin ,mississippi college 
president . mr.) t. hall ,miss delta junior college | 
dean . curtis l davis ,miss gulf cst jc cen off co 
pean . dr. william p. lipscomb ,*miss gulf cst jeff davis n 
sident . dr. edgar e. rankin ,*miss gulf cst jc perknstin ie 
miny asst to the president . alr. edward a. knight ,liss st college for women | | hll 
